department,district,path,lat,lon,solar_jan_dez,solar_media_anual,precip_jan_dez,precip_total_anual_mm,inclinacao_anual_graus,inclinacao_inverno_graus,inclinacao_verao_graus,fonte,data_acesso
02_San_Pedro,Guayaibi,Departamentos/02_San_Pedro/Guayaibi,-24.5276771,-56.406702,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,3.87|5.26|3.84|4.83|5.36|2.93|2.09|1.42|3.16|5.77|6.31|5.40,1529,25,35,15,nasa_power,2026-03-20
02_San_Pedro,Itacurubi,Departamentos/02_San_Pedro/Itacurubi,-24.5360385,-56.8248844,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,4.04|5.25|3.80|4.78|4.94|2.68|1.98|1.20|2.76|5.48|6.46|5.49,1487,25,35,15,nasa_power,2026-03-20
02_San_Pedro,Itacurubi_del_Rosario,Departamentos/02_San_Pedro/Itacurubi_del_Rosario,-24.5360385,-56.8248844,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,4.04|5.25|3.80|4.78|4.94|2.68|1.98|1.20|2.76|5.48|6.46|5.49,1487,25,35,15,nasa_power,2026-03-20
02_San_Pedro,Liberacion,Departamentos/02_San_Pedro/Liberacion,-24.1921208,-56.4349632,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,4.30|5.59|3.83|4.68|4.70|2.79|1.94|1.42|3.00|5.56|6.44|5.43,1512,24,34,14,nasa_power,2026-03-20
02_San_Pedro,Lima,Departamentos/02_San_Pedro/Lima,-23.8807425,-56.4824428,6.60|6.02|5.62|4.65|3.48|3.07|3.35|4.15|4.72|5.46|6.29|6.53,4.99,4.30|5.59|3.83|4.68|4.70|2.79|1.94|1.42|3.00|5.56|6.44|5.43,1512,24,34,14,nasa_power,2026-03-20
02_San_Pedro,Nueva_Germania,Departamentos/02_San_Pedro/Nueva_Germania,-23.9121136,-56.701067,6.60|6.02|5.62|4.65|3.48|3.07|3.35|4.15|4.72|5.46|6.29|6.53,4.99,4.39|5.38|3.67|4.73|4.50|2.66|1.89|1.18|2.77|5.36|6.53|5.43,1476,24,34,14,nasa_power,2026-03-20
02_San_Pedro,San_Estanislao,Departamentos/02_San_Pedro/San_Estanislao,-24.6657428,-56.4416798,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,3.87|5.26|3.84|4.83|5.36|2.93|2.09|1.42|3.16|5.77|6.31|5.40,1529,25,35,15,nasa_power,2026-03-20
02_San_Pedro,San_Pablo,Departamentos/02_San_Pedro/San_Pablo,-24.1042864,-56.8648728,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,4.39|5.38|3.67|4.73|4.50|2.66|1.89|1.18|2.77|5.36|6.53|5.43,1476,24,34,14,nasa_power,2026-03-20
02_San_Pedro,San_Pedro_de_Ycuamandiyu,Departamentos/02_San_Pedro/San_Pedro_de_Ycuamandiyu,-24.0833,-57.0833,6.64|6.12|5.48|4.54|3.38|2.87|3.21|3.93|4.62|5.45|6.37|6.67,4.94,4.39|5.38|3.67|4.73|4.50|2.66|1.89|1.18|2.77|5.36|6.53|5.43,1476,24,34,14,nasa_power,2026-03-20
02_San_Pedro,San_Vicente_Pancholo,Departamentos/02_San_Pedro/San_Vicente_Pancholo,-23.7333,-56.5,6.60|6.02|5.62|4.65|3.48|3.07|3.35|4.15|4.72|5.46|6.29|6.53,4.99,5.02|6.05|3.88|4.59|4.15|2.69|1.75|1.40|2.84|5.35|6.49|5.50,1513,24,34,14,nasa_power,2026-03-20
02_San_Pedro,Santa_Rosa_del_Aguaray,Departamentos/02_San_Pedro/Santa_Rosa_del_Aguaray,-23.8259783,-56.5207034,6.60|6.02|5.62|4.65|3.48|3.07|3.35|4.15|4.72|5.46|6.29|6.53,4.99,4.30|5.59|3.83|4.68|4.70|2.79|1.94|1.42|3.00|5.56|6.44|5.43,1512,24,34,14,nasa_power,2026-03-20
02_San_Pedro,Tacuati,Departamentos/02_San_Pedro/Tacuati,-23.4572643,-56.7384496,6.60|6.02|5.62|4.65|3.48|3.07|3.35|4.15|4.72|5.46|6.29|6.53,4.99,5.04|5.34|3.81|4.67|3.81|2.48|1.61|1.04|2.55|4.97|6.84|5.33,1446,23,33,13,nasa_power,2026-03-20
02_San_Pedro,Union,Departamentos/02_San_Pedro/Union,-24.8076366,-56.5190779,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,4.01|5.07|4.02|4.91|5.57|2.99|2.26|1.49|3.14|5.94|6.33|5.41,1557,25,35,15,nasa_power,2026-03-20
02_San_Pedro,Villa_del_Rosario,Departamentos/02_San_Pedro/Villa_del_Rosario,-24.4233326,-57.1129598,6.64|6.12|5.48|4.54|3.38|2.87|3.21|3.93|4.62|5.45|6.37|6.67,4.94,4.04|5.25|3.80|4.78|4.94|2.68|1.98|1.20|2.76|5.48|6.46|5.49,1487,24,34,14,nasa_power,2026-03-20
02_San_Pedro,Yataity_del_Norte,Departamentos/02_San_Pedro/Yataity_del_Norte,-24.8459312,-56.3560445,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,4.01|5.07|4.02|4.91|5.57|2.99|2.26|1.49|3.14|5.94|6.33|5.41,1557,25,35,15,nasa_power,2026-03-20
02_San_Pedro,Yrybucua,Departamentos/02_San_Pedro/Yrybucua,-24.479991,-56.085646,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,3.87|5.26|3.84|4.83|5.36|2.93|2.09|1.42|3.16|5.77|6.31|5.40,1529,24,34,14,nasa_power,2026-03-20
03_Cordillera,Altos,Departamentos/03_Cordillera/Altos,-25.2617324,-57.2492898,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.06|4.92|4.37|4.97|4.62|2.47|2.03|1.23|2.44|5.27|6.35|5.78,1477,25,35,15,nasa_power,2026-03-20
03_Cordillera,Arroyos_y_Esteros,Departamentos/03_Cordillera/Arroyos_y_Esteros,-25.0541561,-57.0970807,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.01|5.16|4.08|4.81|5.02|2.63|2.06|1.22|2.64|5.54|6.51|5.62,1501,25,35,15,nasa_power,2026-03-20
03_Cordillera,Caacupe,Departamentos/03_Cordillera/Caacupe,-25.3856888,-57.140477,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,25,35,15,nasa_power,2026-03-20
03_Cordillera,Caraguatay,Departamentos/03_Cordillera/Caraguatay,-25.2395075,-56.8252913,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.01|5.16|4.08|4.81|5.02|2.63|2.06|1.22|2.64|5.54|6.51|5.62,1501,25,35,15,nasa_power,2026-03-20
03_Cordillera,Emboscada,Departamentos/03_Cordillera/Emboscada,-25.1250628,-57.349522,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,3.98|5.28|4.20|4.77|4.60|2.36|1.90|1.08|2.32|5.20|6.56|5.87,1465,25,35,15,nasa_power,2026-03-20
03_Cordillera,Eusebio_Ayala,Departamentos/03_Cordillera/Eusebio_Ayala,-25.3826238,-56.9622692,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,25,35,15,nasa_power,2026-03-20
03_Cordillera,Isla_Pucu,Departamentos/03_Cordillera/Isla_Pucu,-25.3084188,-56.8994355,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,25,35,15,nasa_power,2026-03-20
03_Cordillera,Itacurubi_de_la_Cordillera,Departamentos/03_Cordillera/Itacurubi_de_la_Cordillera,-25.4631759,-56.847988,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,25,35,15,nasa_power,2026-03-20
03_Cordillera,Juan_de_Mena,Departamentos/03_Cordillera/Juan_de_Mena,-24.954092,-56.7627916,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,4.01|5.16|4.08|4.81|5.02|2.63|2.06|1.22|2.64|5.54|6.51|5.62,1501,25,35,15,nasa_power,2026-03-20
03_Cordillera,Loma_Grande,Departamentos/03_Cordillera/Loma_Grande,-25.1777335,-57.2335766,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,3.98|5.28|4.20|4.77|4.60|2.36|1.90|1.08|2.32|5.20|6.56|5.87,1465,25,35,15,nasa_power,2026-03-20
03_Cordillera,Mbocayaty_del_Yhaguy,Departamentos/03_Cordillera/Mbocayaty_del_Yhaguy,-25.3418119,-56.7263211,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,25,35,15,nasa_power,2026-03-20
03_Cordillera,Nueva_Colombia,Departamentos/03_Cordillera/Nueva_Colombia,-25.1879075,-57.305443,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,3.98|5.28|4.20|4.77|4.60|2.36|1.90|1.08|2.32|5.20|6.56|5.87,1465,25,35,15,nasa_power,2026-03-20
03_Cordillera,Piribebuy,Departamentos/03_Cordillera/Piribebuy,-25.4644144,-57.0422264,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,25,35,15,nasa_power,2026-03-20
03_Cordillera,Primero_de_Marzo,Departamentos/03_Cordillera/Primero_de_Marzo,-25.1530253,-56.9280309,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.01|5.16|4.08|4.81|5.02|2.63|2.06|1.22|2.64|5.54|6.51|5.62,1501,25,35,15,nasa_power,2026-03-20
03_Cordillera,San_Bernardino,Departamentos/03_Cordillera/San_Bernardino,-25.3087796,-57.2958319,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.06|4.92|4.37|4.97|4.62|2.47|2.03|1.23|2.44|5.27|6.35|5.78,1477,25,35,15,nasa_power,2026-03-20
03_Cordillera,San_Jose_de_los_Arroyos,Departamentos/03_Cordillera/San_Jose_de_los_Arroyos,-25.4724736,-56.7161598,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,25,35,15,nasa_power,2026-03-20
03_Cordillera,Santa_Elena,Departamentos/03_Cordillera/Santa_Elena,-25.4144566,-56.797215,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,25,35,15,nasa_power,2026-03-20
