task_id,department,district,path,lat,lon,fonte,data_acesso
ALF-LOC-12_Neembucu-Guazu_Cua,12_Neembucu,Guazu_Cua,Departamentos/12_Neembucu/Guazu_Cua,-26.8826508,-57.9659088,nominatim,2026-03-20
ALF-LOC-12_Neembucu-Humaita,12_Neembucu,Humaita,Departamentos/12_Neembucu/Humaita,-25.483333333,-57.35,wikidata_fuzzy,2026-03-20
ALF-LOC-12_Neembucu-Isla_Umbu,12_Neembucu,Isla_Umbu,Departamentos/12_Neembucu/Isla_Umbu,-26.9834127,-58.2725618,nominatim,2026-03-20
ALF-LOC-12_Neembucu-Laureles,12_Neembucu,Laureles,Departamentos/12_Neembucu/Laureles,-27.2504746,-57.4581675,nominatim,2026-03-20
ALF-LOC-12_Neembucu-Mayor_Martinez,12_Neembucu,Mayor_Martinez,Departamentos/12_Neembucu/Mayor_Martinez,-27.1464309,-58.2291864,nominatim,2026-03-20
ALF-LOC-12_Neembucu-Paso_de_Patria,12_Neembucu,Paso_de_Patria,Departamentos/12_Neembucu/Paso_de_Patria,-27.2454211,-58.5454485,nominatim,2026-03-20
ALF-LOC-12_Neembucu-Pilar,12_Neembucu,Pilar,Departamentos/12_Neembucu/Pilar,-26.856944444,-58.303888888,wikidata,2026-03-20
ALF-LOC-12_Neembucu-San_Juan_del_Neembucu,12_Neembucu,San_Juan_del_Neembucu,Departamentos/12_Neembucu/San_Juan_del_Neembucu,-26.8601823,-58.3011842,nominatim,2026-03-20
ALF-LOC-12_Neembucu-Tacuaras,12_Neembucu,Tacuaras,Departamentos/12_Neembucu/Tacuaras,-26.8183687,-57.982401,nominatim,2026-03-20
ALF-LOC-12_Neembucu-Villa_Franca,12_Neembucu,Villa_Franca,Departamentos/12_Neembucu/Villa_Franca,-26.3148808,-58.1479754,nominatim,2026-03-20
ALF-LOC-12_Neembucu-Villa_Oliva,12_Neembucu,Villa_Oliva,Departamentos/12_Neembucu/Villa_Oliva,-26.0161506,-57.8575555,nominatim,2026-03-20
ALF-LOC-12_Neembucu-Villalbin,12_Neembucu,Villalbin,Departamentos/12_Neembucu/Villalbin,-27.1386662,-57.9302857,nominatim,2026-03-20
ALF-LOC-13_Amambay-Bella_Vista,13_Amambay,Bella_Vista,Departamentos/13_Amambay/Bella_Vista,-22.1231581,-56.5133016,nominatim,2026-03-20
ALF-LOC-13_Amambay-Capitan_Bado,13_Amambay,Capitan_Bado,Departamentos/13_Amambay/Capitan_Bado,-25.483333333,-57.35,wikidata_fuzzy,2026-03-20
ALF-LOC-13_Amambay-Cerro_Cora,13_Amambay,Cerro_Cora,Departamentos/13_Amambay/Cerro_Cora,-23.2706693,-55.541544,nominatim,2026-03-20
ALF-LOC-13_Amambay-Karapai,13_Amambay,Karapai,Departamentos/13_Amambay/Karapai,-23.489011,-56.031763,nominatim,2026-03-20
ALF-LOC-13_Amambay-Pedro_Juan_Caballero,13_Amambay,Pedro_Juan_Caballero,Departamentos/13_Amambay/Pedro_Juan_Caballero,-22.566666666,-55.716666666,wikidata,2026-03-20
ALF-LOC-13_Amambay-Zanja_Pyta,13_Amambay,Zanja_Pyta,Departamentos/13_Amambay/Zanja_Pyta,-22.6298609,-55.6319262,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Corpus_Christi,14_Canindeyu,Corpus_Christi,Departamentos/14_Canindeyu/Corpus_Christi,-24.078626,-54.9399763,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Curuguaty,14_Canindeyu,Curuguaty,Departamentos/14_Canindeyu/Curuguaty,-24.4694166,-55.6945253,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-General_Caballero_Alvarez,14_Canindeyu,General_Caballero_Alvarez,Departamentos/14_Canindeyu/General_Caballero_Alvarez,-24.1556231,-54.6656297,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Itanara,14_Canindeyu,Itanara,Departamentos/14_Canindeyu/Itanara,-23.7519813,-55.4645214,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Katuete,14_Canindeyu,Katuete,Departamentos/14_Canindeyu/Katuete,-24.3088036,-54.7482671,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-La_Paloma,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,-24.1324273,-54.612178,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Laurel,14_Canindeyu,Laurel,Departamentos/14_Canindeyu/Laurel,-24.5635433,-54.9586833,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Maracana,14_Canindeyu,Maracana,Departamentos/14_Canindeyu/Maracana,-24.1899734,-56.1197791,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Nueva_Esperanza,14_Canindeyu,Nueva_Esperanza,Departamentos/14_Canindeyu/Nueva_Esperanza,-24.5060025,-54.8575842,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Puerto_Adela,14_Canindeyu,Puerto_Adela,Departamentos/14_Canindeyu/Puerto_Adela,-24.4844244,-54.3856984,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Salto_del_Guaira,14_Canindeyu,Salto_del_Guaira,Departamentos/14_Canindeyu/Salto_del_Guaira,-24.056639,-54.3342067,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Villa_Ygatimi,14_Canindeyu,Villa_Ygatimi,Departamentos/14_Canindeyu/Villa_Ygatimi,-24.1228762,-55.6447411,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Yasy_Cany,14_Canindeyu,Yasy_Cany,Departamentos/14_Canindeyu/Yasy_Cany,-24.5236147,-55.8829147,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Yby_Pyta,14_Canindeyu,Yby_Pyta,Departamentos/14_Canindeyu/Yby_Pyta,-24.348753,-55.3866594,nominatim,2026-03-20
ALF-LOC-14_Canindeyu-Ybyrarovana,14_Canindeyu,Ybyrarovana,Departamentos/14_Canindeyu/Ybyrarovana,-24.3667,-55.0833,manual_approx,2026-03-20
ALF-LOC-14_Canindeyu-Ypejhu,14_Canindeyu,Ypejhu,Departamentos/14_Canindeyu/Ypejhu,-23.888163,-55.4411803,nominatim,2026-03-20
ALF-LOC-15_Presidente_Hayes-Benjamin_Aceval,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,-24.9947234,-57.5524442,nominatim,2026-03-20
ALF-LOC-15_Presidente_Hayes-Campo_Aceval,15_Presidente_Hayes,Campo_Aceval,Departamentos/15_Presidente_Hayes/Campo_Aceval,-23.2010594,-59.7669554,nominatim,2026-03-20
ALF-LOC-15_Presidente_Hayes-General_Bruguez,15_Presidente_Hayes,General_Bruguez,Departamentos/15_Presidente_Hayes/General_Bruguez,-25.0968042,-57.5274809,nominatim,2026-03-20
ALF-LOC-15_Presidente_Hayes-Jose_Falcon,15_Presidente_Hayes,Jose_Falcon,Departamentos/15_Presidente_Hayes/Jose_Falcon,-25.215938,-57.7130949,nominatim,2026-03-20
ALF-LOC-15_Presidente_Hayes-Nanawa,15_Presidente_Hayes,Nanawa,Departamentos/15_Presidente_Hayes/Nanawa,-25.2803256,-57.7029628,nominatim,2026-03-20
ALF-LOC-15_Presidente_Hayes-Nueva_Asuncion,15_Presidente_Hayes,Nueva_Asuncion,Departamentos/15_Presidente_Hayes/Nueva_Asuncion,-25.2520156,-57.6415393,nominatim,2026-03-20
ALF-LOC-15_Presidente_Hayes-Puerto_Pinasco,15_Presidente_Hayes,Puerto_Pinasco,Departamentos/15_Presidente_Hayes/Puerto_Pinasco,-22.6454007,-57.8402156,nominatim,2026-03-20
ALF-LOC-15_Presidente_Hayes-Teniente_Esteban_Martinez,15_Presidente_Hayes,Teniente_Esteban_Martinez,Departamentos/15_Presidente_Hayes/Teniente_Esteban_Martinez,-23.9712786,-59.7561724,nominatim,2026-03-20
ALF-LOC-15_Presidente_Hayes-Teniente_Irala_Fernandez,15_Presidente_Hayes,Teniente_Irala_Fernandez,Departamentos/15_Presidente_Hayes/Teniente_Irala_Fernandez,-23.2053339,-59.7676341,nominatim,2026-03-20
ALF-LOC-15_Presidente_Hayes-Villa_Hayes,15_Presidente_Hayes,Villa_Hayes,Departamentos/15_Presidente_Hayes/Villa_Hayes,-25.0928654,-57.5246478,nominatim,2026-03-20
ALF-LOC-16_Boqueron-Boqueron,16_Boqueron,Boqueron,Departamentos/16_Boqueron/Boqueron,-22.7724228,-59.9408946,nominatim,2026-03-20
ALF-LOC-16_Boqueron-Filadelfia,16_Boqueron,Filadelfia,Departamentos/16_Boqueron/Filadelfia,-22.333333333,-60.016666666,wikidata,2026-03-20
ALF-LOC-16_Boqueron-Loma_Plata,16_Boqueron,Loma_Plata,Departamentos/16_Boqueron/Loma_Plata,-22.3848499,-59.8382177,nominatim,2026-03-20
ALF-LOC-16_Boqueron-Mariscal_Estigarribia,16_Boqueron,Mariscal_Estigarribia,Departamentos/16_Boqueron/Mariscal_Estigarribia,-22.0297927,-60.5984488,nominatim,2026-03-20
ALF-LOC-17_Alto_Paraguay-Bahia_Negra,17_Alto_Paraguay,Bahia_Negra,Departamentos/17_Alto_Paraguay/Bahia_Negra,-20.2308712,-58.1690716,nominatim,2026-03-20
ALF-LOC-17_Alto_Paraguay-Capitan_Carmelo_Peralta,17_Alto_Paraguay,Capitan_Carmelo_Peralta,Departamentos/17_Alto_Paraguay/Capitan_Carmelo_Peralta,-25.4633647,-56.4539106,nominatim,2026-03-20
ALF-LOC-17_Alto_Paraguay-Fuerte_Olimpo,17_Alto_Paraguay,Fuerte_Olimpo,Departamentos/17_Alto_Paraguay/Fuerte_Olimpo,-21.0385406,-57.8748123,nominatim,2026-03-20
ALF-LOC-17_Alto_Paraguay-Puerto_Casado,17_Alto_Paraguay,Puerto_Casado,Departamentos/17_Alto_Paraguay/Puerto_Casado,-22.285746,-57.9431435,nominatim,2026-03-20
